Date,Open,High,Low,Close,Adj Close,Volume
2019-09-16,54.432499,55.032501,54.389999,54.974998,54.008202,84632400
2019-09-17,54.990002,55.205002,54.779999,55.174999,54.204689,73274800
2019-09-18,55.264999,55.712502,54.860001,55.692501,54.713085,101360000
2019-09-19,55.502499,55.939999,55.092499,55.240002,54.268547,88242400
2019-09-20,55.345001,55.639999,54.367500,54.432499,53.475239,221652400
2019-09-23,54.737499,54.959999,54.412498,54.680000,53.718391,76662000
2019-09-24,55.257500,55.622501,54.297501,54.419998,53.462967,124763200
2019-09-25,54.637501,55.375000,54.285000,55.257500,54.285736,87613600
2019-09-26,55.000000,55.235001,54.707500,54.972500,54.005749,75334000
2019-09-27,55.134998,55.240002,54.320000,54.705002,53.742954,101408000
2019-09-30,55.224998,56.145000,55.197498,55.992500,55.007809,103909600
2019-10-01,56.267502,57.055000,56.049999,56.147499,55.160084,139223200
2019-10-02,55.764999,55.895000,54.482498,54.740002,53.777332,138449200
2019-10-03,54.607498,55.240002,53.782501,55.205002,54.234161,114426000
2019-10-04,56.410000,56.872501,55.972500,56.752499,55.754440,138478800
2019-10-07,56.567501,57.482498,56.459999,56.764999,55.766727,122306000
2019-10-08,56.455002,57.014999,56.082500,56.099998,55.113419,111820000
2019-10-09,56.757500,56.947498,56.410000,56.757500,55.759357,74770400
2019-10-10,56.982498,57.610001,56.825001,57.522499,56.510902,113013600
2019-10-11,58.237499,59.410000,58.077499,59.052502,58.013992,166795600
2019-10-14,58.724998,59.532501,58.667500,58.967499,57.930496,96427600
2019-10-15,59.097500,59.412498,58.720001,58.830002,57.795414,87360000
2019-10-16,58.342499,58.810001,58.299999,58.592499,57.562080,73903200
2019-10-17,58.772499,59.037498,58.380001,58.820000,57.785591,67585200
2019-10-18,58.647499,59.395000,58.572498,59.102501,58.063110,97433600
2019-10-21,59.380001,60.247501,59.330002,60.127499,59.070087,87247200
2019-10-22,60.290001,60.549999,59.904999,59.990002,58.935013,82293600
2019-10-23,60.525002,60.810001,60.305000,60.794998,59.725849,75828800
2019-10-24,61.127499,61.200001,60.452499,60.895000,59.824097,69275200
2019-10-25,60.790001,61.682499,60.720001,61.645000,60.560905,73477200
2019-10-28,61.855000,62.312500,61.680000,62.262501,61.167538,96572800
2019-10-29,62.242500,62.437500,60.642502,60.822498,59.752865,142839600
2019-10-30,61.189999,61.325001,60.302502,60.814999,59.745495,124522000
2019-10-31,61.810001,62.292500,59.314999,62.189999,61.096321,139162000
2019-11-01,62.384998,63.982498,62.290001,63.955002,62.830284,151125200
2019-11-04,64.332497,64.462502,63.845001,64.375000,63.242893,103272000
2019-11-05,64.262497,64.547501,64.080002,64.282501,63.152023,79897600
2019-11-06,64.192497,64.372498,63.842499,64.309998,63.179031,75864400
2019-11-07,64.684998,65.087502,64.527496,64.857498,63.908207,94940400
2019-11-08,64.672501,65.110001,64.212502,65.035004,64.083122,69986400
2019-11-11,64.574997,65.617500,64.570000,65.550003,64.590576,81821200
2019-11-12,65.387497,65.697502,65.230003,65.489998,64.531433,87388800
2019-11-13,65.282501,66.195000,65.267502,66.117500,65.149757,102734400
2019-11-14,65.937500,66.220001,65.525002,65.660004,64.698967,89182800
2019-11-15,65.919998,66.445000,65.752502,66.440002,65.467537,100206400
2019-11-18,66.449997,66.857498,66.057503,66.775002,65.797630,86703200
2019-11-19,66.974998,67.000000,66.347504,66.572502,65.598106,76167200
2019-11-20,66.385002,66.519997,65.099998,65.797501,64.834442,106234400
2019-11-21,65.922501,66.002502,65.294998,65.502502,64.543777,121395200
2019-11-22,65.647499,65.794998,65.209999,65.445000,64.487106,65325200
2019-11-25,65.677498,66.610001,65.629997,66.592499,65.617813,84020400
2019-11-26,66.735001,66.790001,65.625000,66.072502,65.105431,105207600
2019-11-27,66.394997,66.995003,66.327499,66.959999,65.979927,65235600
2019-11-29,66.650002,67.000000,66.474998,66.812500,65.834595,46617600
2019-12-02,66.817497,67.062500,65.862503,66.040001,65.073395,94487200
2019-12-03,64.577499,64.882500,64.072502,64.862503,63.913132,114430400
2019-12-04,65.267502,65.827499,65.169998,65.434998,64.477249,67181600
2019-12-05,65.947502,66.472504,65.682503,66.394997,65.423195,74424400
2019-12-06,66.870003,67.750000,66.824997,67.677498,66.686920,106075600
2019-12-09,67.500000,67.699997,66.227501,66.730003,65.753296,128042400
2019-12-10,67.150002,67.517502,66.464996,67.120003,66.137589,90420400
2019-12-11,67.202499,67.775002,67.125000,67.692497,66.701714,78756800
2019-12-12,66.945000,68.139999,66.830002,67.864998,66.871681,137310400
2019-12-13,67.864998,68.824997,67.732498,68.787498,67.780685,133587600
2019-12-16,69.250000,70.197502,69.245003,69.964996,68.940948,128186000
2019-12-17,69.892502,70.442497,69.699997,70.102501,69.076439,114158400
2019-12-18,69.949997,70.474998,69.779999,69.934998,68.911385,116028400
2019-12-19,69.875000,70.294998,69.737503,70.004997,68.980354,98369200
2019-12-20,70.557503,70.662498,69.639999,69.860001,68.837486,275978000
2019-12-23,70.132500,71.062500,70.092499,71.000000,69.960793,98572000
2019-12-24,71.172501,71.222504,70.730003,71.067497,70.027306,48478800
2019-12-26,71.205002,72.495003,71.175003,72.477501,71.416672,93121200
2019-12-27,72.779999,73.492500,72.029999,72.449997,71.389587,146266000
2019-12-30,72.364998,73.172501,71.305000,72.879997,71.813286,144114400
2019-12-31,72.482498,73.419998,72.379997,73.412498,72.337997,100805600
2020-01-02,74.059998,75.150002,73.797501,75.087502,73.988464,135480400
2020-01-03,74.287498,75.144997,74.125000,74.357498,73.269157,146322800
2020-01-06,73.447502,74.989998,73.187500,74.949997,73.852989,118387200
2020-01-07,74.959999,75.224998,74.370003,74.597504,73.505638,108872000
2020-01-08,74.290001,76.110001,74.290001,75.797501,74.688080,132079200
2020-01-09,76.809998,77.607498,76.550003,77.407501,76.274513,170108400
2020-01-10,77.650002,78.167503,77.062500,77.582497,76.446953,140644800
2020-01-13,77.910004,79.267502,77.787498,79.239998,78.080193,121532000
2020-01-14,79.175003,79.392502,78.042503,78.169998,77.025848,161954400
2020-01-15,77.962502,78.875000,77.387497,77.834999,76.695770,121923600
2020-01-16,78.397499,78.925003,78.022499,78.809998,77.656479,108829200
2020-01-17,79.067497,79.684998,78.750000,79.682503,78.516220,137816400
2020-01-21,79.297501,79.754997,79.000000,79.142502,77.984116,110843200
2020-01-22,79.644997,79.997498,79.327499,79.425003,78.262482,101832400
2020-01-23,79.480003,79.889999,78.912498,79.807503,78.639381,104472000
2020-01-24,80.062500,80.832497,79.379997,79.577499,78.412743,146537600
2020-01-27,77.514999,77.942497,76.220001,77.237503,76.107018,161940000
2020-01-28,78.150002,79.599998,78.047501,79.422501,78.260025,162234000
2020-01-29,81.112503,81.962502,80.345001,81.084999,79.898178,216229200
2020-01-30,80.135002,81.022499,79.687500,80.967499,79.782410,126743200
2020-01-31,80.232498,80.669998,77.072502,77.377502,76.244965,199588400
2020-02-03,76.074997,78.372498,75.555000,77.165001,76.035568,173788400
2020-02-04,78.827499,79.910004,78.407501,79.712502,78.545761,136616400
2020-02-05,80.879997,81.190002,79.737503,80.362503,79.186249,118826800
2020-02-06,80.642502,81.305000,80.065002,81.302498,80.112495,105425600
2020-02-07,80.592499,80.849998,79.500000,80.007500,79.023560,117684000
2020-02-10,78.544998,80.387497,78.462502,80.387497,79.398888,109348800
2020-02-11,80.900002,80.974998,79.677498,79.902496,78.919853,94323200
2020-02-12,80.367500,81.805000,80.367500,81.800003,80.794022,113730400
2020-02-13,81.047501,81.555000,80.837502,81.217499,80.218674,94747600
2020-02-14,81.184998,81.495003,80.712502,81.237503,80.238441,80113600
2020-02-18,78.839996,79.937500,78.652496,79.750000,78.769226,152531200
2020-02-19,80.000000,81.142502,80.000000,80.904999,79.910019,93984000
2020-02-20,80.657501,81.162498,79.552498,80.074997,79.090225,100566000
2020-02-21,79.654999,80.112503,77.625000,78.262497,77.300018,129554000
2020-02-24,74.315002,76.044998,72.307503,74.544998,73.628235,222195200
2020-02-25,75.237503,75.632500,71.532501,72.019997,71.134293,230673600
2020-02-26,71.632500,74.470001,71.625000,73.162498,72.262741,198054800
2020-02-27,70.275002,71.500000,68.239998,68.379997,67.539055,320605600
2020-02-28,64.315002,69.602501,64.092499,68.339996,67.499542,426510000
2020-03-02,70.570000,75.360001,69.430000,74.702499,73.783806,341397200
2020-03-03,75.917503,76.000000,71.449997,72.330002,71.440483,319475600
2020-03-04,74.110001,75.849998,73.282501,75.684998,74.754219,219178400
2020-03-05,73.879997,74.887497,72.852501,73.230003,72.329422,187572800
2020-03-06,70.500000,72.705002,70.307503,72.257500,71.368858,226176800
2020-03-09,65.937500,69.522499,65.750000,66.542503,65.724159,286744800
2020-03-10,69.285004,71.610001,67.342499,71.334999,70.457710,285290000
2020-03-11,69.347504,70.305000,67.964996,68.857498,68.010689,255598800
2020-03-12,63.985001,67.500000,62.000000,62.057499,61.294308,418474000
2020-03-13,66.222504,69.980003,63.237499,69.492500,68.637878,370732000
2020-03-16,60.487499,64.769997,60.000000,60.552502,59.807819,322423600
2020-03-17,61.877499,64.402496,59.599998,63.215000,62.437580,324056000
2020-03-18,59.942501,62.500000,59.279999,61.667500,60.909111,300233600
2020-03-19,61.847500,63.209999,60.652500,61.195000,60.442421,271857200
2020-03-20,61.794998,62.957500,57.000000,57.310001,56.605206,401693200
2020-03-23,57.020000,57.125000,53.152500,56.092499,55.402664,336752800
2020-03-24,59.090000,61.922501,58.575001,61.720001,60.960960,287531200
2020-03-25,62.687500,64.562500,61.075001,61.380001,60.625145,303602000
2020-03-26,61.630001,64.669998,61.590000,64.610001,63.815414,252087200
2020-03-27,63.187500,63.967499,61.762501,61.935001,61.173317,204216800
2020-03-30,62.685001,63.880001,62.349998,63.702499,62.919083,167976400
2020-03-31,63.900002,65.622498,63.000000,63.572498,62.790684,197002000
2020-04-01,61.625000,62.180000,59.782501,60.227501,59.486816,176218400
2020-04-02,60.084999,61.287498,59.224998,61.232498,60.479454,165934000
2020-04-03,60.700001,61.424999,59.742500,60.352501,59.610275,129880000
2020-04-06,62.724998,65.777496,62.345001,65.617500,64.810532,201820400
2020-04-07,67.699997,67.925003,64.750000,64.857498,64.059875,202887200
2020-04-08,65.684998,66.842499,65.307503,66.517502,65.699463,168895200
2020-04-09,67.175003,67.517502,66.175003,66.997498,66.173561,161834800
2020-04-13,67.077499,68.425003,66.457497,68.312500,67.472397,131022800
2020-04-14,70.000000,72.062500,69.512497,71.762497,70.879959,194994800
2020-04-15,70.599998,71.582497,70.157501,71.107498,70.233017,131154400
2020-04-16,71.845001,72.050003,70.587502,71.672501,70.791061,157125200
2020-04-17,71.172501,71.737503,69.214996,70.699997,69.830521,215250000
2020-04-20,69.487503,70.419998,69.212502,69.232498,68.381065,130015200
2020-04-21,69.070000,69.312500,66.357498,67.092499,66.267380,180991600
2020-04-22,68.402496,69.474998,68.050003,69.025002,68.176125,116862400
2020-04-23,68.967499,70.437500,68.717499,68.757500,67.911919,124814400
2020-04-24,69.300003,70.752502,69.250000,70.742500,69.872505,126161200
2020-04-27,70.449997,71.135002,69.987503,70.792503,69.921890,117087600
2020-04-28,71.269997,71.457497,69.550003,69.644997,68.788506,112004800
2020-04-29,71.182503,72.417503,70.972504,71.932503,71.047874,137280800
2020-04-30,72.489998,73.632500,72.087502,73.449997,72.546700,183064000
2020-05-01,71.562500,74.750000,71.462502,72.267502,71.378738,240616800
2020-05-04,72.292503,73.422501,71.580002,73.290001,72.388680,133568000
2020-05-05,73.764999,75.250000,73.614998,74.389999,73.475136,147751200
2020-05-06,75.114998,75.809998,74.717499,75.157501,74.233215,142333600
2020-05-07,75.805000,76.292503,75.492500,75.934998,75.001144,115215200
2020-05-08,76.410004,77.587502,76.072502,77.532501,76.786293,133838400
2020-05-11,77.025002,79.262497,76.809998,78.752502,77.994568,145946400
2020-05-12,79.457497,79.922501,77.727501,77.852501,77.103210,162301200
2020-05-13,78.037498,78.987503,75.802498,76.912498,76.172264,200622400
2020-05-14,76.127502,77.447502,75.382500,77.385002,76.640213,158929200
2020-05-15,75.087502,76.974998,75.052498,76.927498,76.187126,166348400
2020-05-18,78.292503,79.125000,77.580002,78.739998,77.982170,135178400
2020-05-19,78.757500,79.629997,78.252502,78.285004,77.531563,101729600
2020-05-20,79.169998,79.879997,79.129997,79.807503,79.039406,111504800
2020-05-21,79.665001,80.222504,78.967499,79.212502,78.450134,102688800
2020-05-22,78.942497,79.807503,78.837502,79.722504,78.955231,81803200
2020-05-26,80.875000,81.059998,79.125000,79.182503,78.420425,125522000
2020-05-27,79.035004,79.677498,78.272499,79.527496,78.762100,112945200
2020-05-28,79.192497,80.860001,78.907501,79.562500,78.796768,133560800
2020-05-29,79.812500,80.287498,79.117500,79.485001,78.720009,153532400
2020-06-01,79.437500,80.587502,79.302498,80.462502,79.688087,80791200
2020-06-02,80.187500,80.860001,79.732498,80.834999,80.057014,87642800
2020-06-03,81.165001,81.550003,80.574997,81.279999,80.497719,104491200
2020-06-04,81.097504,81.404999,80.195000,80.580002,79.804466,87560400
2020-06-05,80.837502,82.937500,80.807503,82.875000,82.077377,137250400
2020-06-08,82.562500,83.400002,81.830002,83.364998,82.562660,95654400
2020-06-09,83.035004,86.402496,83.002502,85.997498,85.169815,147712400
2020-06-10,86.974998,88.692497,86.522499,88.209999,87.361038,166651600
2020-06-11,87.327499,87.764999,83.870003,83.974998,83.166779,201662400
2020-06-12,86.180000,86.949997,83.555000,84.699997,83.884811,200146000
2020-06-15,83.312500,86.419998,83.144997,85.747498,84.922226,138808800
2020-06-16,87.864998,88.300003,86.180000,88.019997,87.172859,165428800
2020-06-17,88.787498,88.849998,87.772499,87.897499,87.051544,114406400
2020-06-18,87.852501,88.362503,87.305000,87.932503,87.086212,96820400
2020-06-19,88.660004,89.139999,86.287498,87.430000,86.588539,264476000
2020-06-22,87.834999,89.864998,87.787498,89.717499,88.854027,135445200
2020-06-23,91.000000,93.095001,90.567497,91.632500,90.750587,212155600
2020-06-24,91.250000,92.197502,89.629997,90.014999,89.148659,192623200
2020-06-25,90.175003,91.250000,89.392502,91.209999,90.332161,137522400
2020-06-26,91.102501,91.330002,88.254997,88.407501,87.556633,205256800
2020-06-29,88.312500,90.542503,87.820000,90.445000,89.574516,130646000
2020-06-30,90.019997,91.495003,90.000000,91.199997,90.322250,140223200
2020-07-01,91.279999,91.839996,90.977501,91.027496,90.151405,110737200
2020-07-02,91.962502,92.617500,90.910004,91.027496,90.151405,114041600
2020-07-06,92.500000,93.945000,92.467499,93.462502,92.562981,118655600
2020-07-07,93.852501,94.654999,93.057503,93.172501,92.275772,112424400
2020-07-08,94.180000,95.375000,94.089996,95.342499,94.424889,117092000
2020-07-09,96.262497,96.317497,94.672501,95.752502,94.830940,125642800
2020-07-10,95.334999,95.980003,94.705002,95.919998,94.996819,90257200
2020-07-13,97.264999,99.955002,95.257500,95.477501,94.558594,191649200
2020-07-14,94.839996,97.254997,93.877502,97.057503,96.123375,170989200
2020-07-15,98.989998,99.247498,96.489998,97.724998,96.784454,153198000
2020-07-16,96.562500,97.404999,95.904999,96.522499,95.593529,110577600
2020-07-17,96.987503,97.147499,95.839996,96.327499,95.400406,92186800
2020-07-20,96.417503,98.500000,96.062500,98.357498,97.410858,90318000
2020-07-21,99.172501,99.250000,96.742500,97.000000,96.066429,103433200
2020-07-22,96.692497,97.974998,96.602501,97.272499,96.336304,89001600
2020-07-23,96.997498,97.077499,92.010002,92.845001,91.951424,197004400
2020-07-24,90.987503,92.970001,89.144997,92.614998,91.723640,185438800
2020-07-27,93.709999,94.904999,93.480003,94.809998,93.897514,121214000
2020-07-28,94.367500,94.550003,93.247498,93.252502,92.355003,103625600
2020-07-29,93.750000,95.230003,93.712502,95.040001,94.125298,90329200
2020-07-30,94.187500,96.297501,93.767502,96.190002,95.264236,158130000
2020-07-31,102.885002,106.415001,100.824997,106.260002,105.237320,374336800
2020-08-03,108.199997,111.637497,107.892502,108.937500,107.889046,308151200
2020-08-04,109.132500,110.790001,108.387497,109.665001,108.609543,173071600
2020-08-05,109.377502,110.392502,108.897499,110.062500,109.003220,121776800
2020-08-06,110.404999,114.412498,109.797501,113.902496,112.806252,202428800
2020-08-07,113.205002,113.675003,110.292503,111.112503,110.241524,198045600
2020-08-10,112.599998,113.775002,110.000000,112.727501,111.843864,212403600
2020-08-11,111.970001,112.482498,109.107498,109.375000,108.517639,187902400
2020-08-12,110.497498,113.275002,110.297501,113.010002,112.124146,165598000
2020-08-13,114.430000,116.042503,113.927498,115.010002,114.108467,210082000
2020-08-14,114.830002,115.000000,113.044998,114.907501,114.006767,165565200
2020-08-17,116.062500,116.087502,113.962502,114.607498,113.709122,119561600
2020-08-18,114.352501,116.000000,114.007500,115.562500,114.656639,105633600
2020-08-19,115.982498,117.162498,115.610001,115.707497,114.800491,145538000
2020-08-20,115.750000,118.392502,115.732498,118.275002,117.347870,126907200
2020-08-21,119.262497,124.867500,119.250000,124.370003,123.395096,338054800
2020-08-24,128.697495,128.785004,123.937500,125.857498,124.870934,345937600
2020-08-25,124.697502,125.180000,123.052498,124.824997,123.846527,211495600
2020-08-26,126.180000,126.992500,125.082497,126.522499,125.530724,163022400
2020-08-27,127.142502,127.485001,123.832497,125.010002,124.030083,155552400
2020-08-28,126.012497,126.442497,124.577499,124.807503,123.829163,187630000
2020-08-31,127.580002,131.000000,126.000000,129.039993,128.028488,225702700
2020-09-01,132.759995,134.800003,130.529999,134.179993,133.128204,151948100
2020-09-02,137.589996,137.979996,127.000000,131.399994,130.369980,200119000
2020-09-03,126.910004,128.839996,120.500000,120.879997,119.932449,257599600
2020-09-04,120.070000,123.699997,110.889999,120.959999,120.011826,332607200
2020-09-08,113.949997,118.989998,112.680000,112.820000,111.935638,231366600
2020-09-09,117.260002,119.139999,115.260002,117.320000,116.400352,176940500
2020-09-10,120.360001,120.500000,112.500000,113.489998,112.600372,182274400
2020-09-11,114.570000,115.230003,110.000000,112.000000,111.122063,180860300
2020-09-14,114.720001,115.930000,112.800003,115.360001,114.455727,140150100
2020-09-15,118.330002,118.830002,113.610001,115.540001,114.634308,184642000
2020-09-16,115.230003,116.000000,112.040001,112.129997,111.251038,154679000
2020-09-17,109.720001,112.199997,108.709999,110.339996,109.475067,178011000
2020-09-18,110.400002,110.879997,106.089996,106.839996,106.002495,287104900
2020-09-21,104.540001,110.190002,103.099998,110.080002,109.217110,195713800
2020-09-22,112.680000,112.860001,109.160004,111.809998,110.933548,183055400
2020-09-23,111.620003,112.110001,106.769997,107.120003,106.280312,150718700
2020-09-24,105.169998,110.250000,105.000000,108.220001,107.371696,167743300
2020-09-25,108.430000,112.440002,107.669998,112.279999,111.399864,149981400
2020-09-28,115.010002,115.320000,112.779999,114.959999,114.058868,137672400
2020-09-29,114.550003,115.309998,113.570000,114.089996,113.195679,99382200
2020-09-30,113.790001,117.260002,113.620003,115.809998,114.902199,142675200
2020-10-01,117.639999,117.720001,115.830002,116.790001,115.874519,116120400
2020-10-02,112.889999,115.370003,112.220001,113.019997,112.134064,144712000
2020-10-05,113.910004,116.650002,113.550003,116.500000,115.586784,106243800
2020-10-06,115.699997,116.120003,112.250000,113.160004,112.272980,161498200
2020-10-07,114.620003,115.550003,114.129997,115.080002,114.177917,96849000
2020-10-08,116.250000,116.400002,114.589996,114.970001,114.068779,83477200
2020-10-09,115.279999,117.000000,114.919998,116.970001,116.053108,100506900
2020-10-12,120.059998,125.180000,119.279999,124.400002,123.424866,240226800
2020-10-13,125.269997,125.389999,119.650002,121.099998,120.150726,262330500
2020-10-14,121.000000,123.029999,119.620003,121.190002,120.240021,150712000
2020-10-15,118.720001,121.199997,118.150002,120.709999,119.763779,112559200
2020-10-16,121.279999,121.550003,118.809998,119.019997,118.087029,115393800
2020-10-19,119.959999,120.419998,115.660004,115.980003,115.070869,120639300
2020-10-20,116.199997,118.980003,115.629997,117.510002,116.588867,124423700
2020-10-21,116.669998,118.709999,116.449997,116.870003,115.953880,89946000
2020-10-22,117.449997,118.040001,114.589996,115.750000,114.842667,101988000
2020-10-23,116.389999,116.550003,114.279999,115.040001,114.138229,82572600
2020-10-26,114.010002,116.550003,112.879997,115.050003,114.148155,111850700
2020-10-27,115.489998,117.279999,114.540001,116.599998,115.686005,92276800
2020-10-28,115.050003,115.430000,111.099998,111.199997,110.328331,143937800
2020-10-29,112.370003,116.930000,112.199997,115.320000,114.416031,146129200
2020-10-30,111.059998,111.989998,107.720001,108.860001,108.006668,190272600
2020-11-02,109.110001,110.680000,107.320000,108.769997,107.917374,122866900
2020-11-03,109.660004,111.489998,108.730003,110.440002,109.574295,107624400
2020-11-04,114.139999,115.589996,112.349998,114.949997,114.048943,138235500
2020-11-05,117.949997,119.620003,116.870003,119.029999,118.096954,126387100
2020-11-06,118.320000,119.199997,116.129997,118.690002,117.962784,114457900
2020-11-09,120.500000,121.989998,116.050003,116.320000,115.607300,154515300
2020-11-10,115.550003,117.589996,114.129997,115.970001,115.259453,138023400
2020-11-11,117.190002,119.629997,116.440002,119.489998,118.757881,112295000
2020-11-12,119.620003,120.529999,118.570000,119.209999,118.479599,103162300
2020-11-13,119.440002,119.669998,117.870003,119.260002,118.529297,81581900
2020-11-16,118.919998,120.989998,118.150002,120.300003,119.562920,91183000
2020-11-17,119.550003,120.669998,118.959999,119.389999,118.658493,74271000
2020-11-18,118.610001,119.820000,118.000000,118.029999,117.306824,76322100
2020-11-19,117.589996,119.059998,116.809998,118.639999,117.913086,74113000
2020-11-20,118.639999,118.769997,117.290001,117.339996,116.621056,73604300
2020-11-23,117.180000,117.620003,113.750000,113.849998,113.152435,127959300
2020-11-24,113.910004,115.849998,112.589996,115.169998,114.464355,113874200
2020-11-25,115.550003,116.750000,115.169998,116.029999,115.319084,76499200
2020-11-27,116.570000,117.489998,116.220001,116.589996,115.875648,46691300
2020-11-30,116.970001,120.970001,116.809998,119.050003,118.320587,169410200
2020-12-01,121.010002,123.470001,120.010002,122.720001,121.968094,127728200
2020-12-02,122.019997,123.370003,120.889999,123.080002,122.325890,89004200
2020-12-03,123.519997,123.779999,122.209999,122.940002,122.186752,78967600
2020-12-04,122.599998,122.860001,121.519997,122.250000,121.500969,78260400
2020-12-07,122.309998,124.570000,122.250000,123.750000,122.991783,86712000
2020-12-08,124.370003,124.980003,123.089996,124.379997,123.617920,82225500
2020-12-09,124.529999,125.949997,121.000000,121.779999,121.033859,115089200
2020-12-10,120.500000,123.870003,120.150002,123.239998,122.484901,81312200
2020-12-11,122.430000,122.760002,120.550003,122.410004,121.659996,86939800
2020-12-14,122.599998,123.349998,121.540001,121.779999,121.033859,79184500
2020-12-15,124.339996,127.900002,124.129997,127.879997,127.096474,157243700
2020-12-16,127.410004,128.369995,126.559998,127.809998,127.026901,98208600
2020-12-17,128.899994,129.580002,128.039993,128.699997,127.911453,94359800
2020-12-18,128.960007,129.100006,126.120003,126.660004,125.883957,192541500
2020-12-21,125.019997,128.309998,123.449997,128.229996,127.444328,121251600
2020-12-22,131.610001,134.410004,129.649994,131.880005,131.071960,168904800
2020-12-23,132.160004,132.429993,130.779999,130.960007,130.157608,88223700
2020-12-24,131.320007,133.460007,131.100006,131.970001,131.161407,54930100
2020-12-28,133.990005,137.339996,133.509995,136.690002,135.852509,124486200
2020-12-29,138.050003,138.789993,134.339996,134.869995,134.043655,121047300
2020-12-30,135.580002,135.990005,133.399994,133.720001,132.900711,96452100
